github	type	name	context
SarahBrown	training	Jerry Lewis	A comic performance that feels like an imitation of ███████████ far more than an impetuous future ruler of France.
SarahBrown	training	Sascha	Vera leans toward a handsome count but, astonishingly, Natalia is more fascinated by ██████, whom she met on a walk.
SarahBrown	training	Sascha	But, with the concentration that ██████ must give to the chess matches and, with other happenings in his past still causing problems, will he win the heart of Natalia?
SarahBrown	training	Nabokov	This is a lovely film, based on a novel by ███████.
SarahBrown	training	James	█████ gives quite a nice turn as the overbearing mother and the other cast members are wonderful as well.
SarahBrown	training	Irving Pinkus	And I thank all involved, including the creator, █████████████, for having brought it to my family.
SarahBrown	training	Richard Chamberlain	"A corporate lawyer (███████████████████) is dragged into a case involving ""city"" Aborigines, and this is no ordinary case."
SarahBrown	training	Chamberlain	███████████ is having strange dreams and he is somehow the key to what's happening, although no matter how many times I've seen this I can't quite grasp the exact connection.
SarahBrown	training	Peter Weir's	This is a very eerie and creepy film, and is a fine example of ████████████ ability to create tension out of nothing.
SarahBrown	training	Parker Posey's	"The dialogue is fast and funny, and ██████████████ costumer deserves - if not an academy award, at least - a stadium ""wave"" of kudos."
SarahBrown	training	Posey	Of course, this film rests on the very stylish platform heels of Miss █████, and she is perfectly cast.
SarahBrown	training	Mary	████ is a superficial party fashionista who isn't above stealing designer clothing from a friend's closet or making out with someone else's boyfriend.
SarahBrown	training	Aunt	 The script is beautifully crafted, witty, and the only performance that disappoints is the ████, in a role that was much too one-dimensional and heavy handed; a more nuanced performance from her, would have deepened the relationship between the two...
SarahBrown	training	Mary	We should all be so lucky... is he the one for ████? or the one that gets away?
SarahBrown	training	Susan	"Like ""Desperately Seeking █████"" it represents something very true about it's time period, but may become irrelevant with time."
SarahBrown	training	Goldie	"This movie features ██████ as pretty as a picture and as dumb ""as a fox"", as they say."
SarahBrown	training	Eddie Murphy	This is an excellent movie, with a good plot, fine acting, and for the most part, pretty decent dialogue combining a serious topic with a healthy balance of Martial Art fighting, and ████████████ humor.
SarahBrown	training	Bob Cratchit	Particularly effective is when he confronts ████████████ in his office at the movie's end.
SarahBrown	training	Scott	As █████ stands before a large window, sunlight casts a glowing mantle over him; all you can see is his silhouette.
SarahBrown	training	Marlon Brando's	Augmented by Scott's voice, a ponderous growl, the effect is galvanizing...much like ███████████████ first scene in APOCALYPSE NOW.
SarahBrown	training	Scott	Because █████ displays such gleeful ferocity throughout the movie, it proves infectious.
SarahBrown	training	Scrooge	"To put it another way, the ""before"" ███████ is almost as charismatic as the ""after,"" even though he really shouldn't be."
SarahBrown	training	Jonathan Harris	"It's what you might call the ""Doctor Smith"" effect, since ███████████████ used a very similar approach when playing that role and numerous other heavies (stage and screen alike)."
SarahBrown	training	Scott	Actually, I myself don't consider █████'s glib rage a liability.
SarahBrown	training	Foxx	It will keep you wondering whats going to happen to ████ next.
SarahBrown	training	Kimberly Elise	██████████████ also starred in this movie and it is always a pleasure to see her on the big screen.
SarahBrown	training	Jamie Kennedy	Even █████████████ is in this movie.
SarahBrown	training	a Jamie Foxx	It's definitely worth having if you are ████████████ fan.
SarahBrown	training	Carla	Put yourself into █████'s shoes.
SarahBrown	training	Carla	█████ submits requirements that convey her real needs: a 'well-groomed' man.
SarahBrown	training	Carla	His skills as a thief help █████ win a political battle in the office.
SarahBrown	training	Carla	But Paul sees a grander opportunity with █████'s skill in lip reading and draws her even further into a world of intrigue.
SarahBrown	training	Carla	█████ grows more powerful, professionally as well as personally, as the story progresses and her disability gives her clear advantages over the rest of us.
SarahBrown	training	Carla	Without Paul, █████ will remain in her role of a doormat.
SarahBrown	training	Carla	 You will hear the world through █████'s ears, from awkward adjustments of your hearing aid, muffled sounds, all but inaudible without it to relatively distinct voices when you can see who's talking.
SarahBrown	training	Carla	With one major sense disabled, we see █████'s heightened intuitive power to compensate.
SarahBrown	training	Downey	Also ██████ looks great in his underwear!
SarahBrown	training	Har Dil	After a love triangle story in ███████
SarahBrown	training	Jo Pyaar Karega	███████████████ these 3 stars were again chosen in this controversial flick.
SarahBrown	training	Salman	But of course for ██████'s fan this was something a surprise gift from him.
SarahBrown	training	Preity	After all Madhubala, a prostitute role performed by ██████ is amazing.
SarahBrown	training	Kya Kehna	Her previous role as a pregnant woman in █████████ was not that heart-touching as it is here.
SarahBrown	training	Raj	Then Priya, a very innocent and helpless wife of ███ who only depends on him for a better result.
SarahBrown	training	Christopher Smith	Director █████████████████ draws out the drama a far as he plausibly can by introducing a series of characters that would actually have a reason to be in the subway after it is locked.
SarahBrown	training	Franka	██████ (RUN LOLA RUN) Potente is good as the terrorized female lead and the rest of the cast is fine.
SarahBrown	training	Terrance Howard	Of course, my favorite actor is ███████████████.
SarahBrown	training	Ebony	█████ magazine did do a nice article on him, giving him some of his due propers.
SarahBrown	training	Peter Cushing	The great █████████████ once again delivers a sublime performance in this, and the rest of the performances are also very good.
SarahBrown	training	Christopher Lee	███████████████ is, as always, superb in his role.
SarahBrown	training	Ingrid Pitt	(███████████).
SarahBrown	training	Pearl S. Buck's	This adaptation of ███████████████ film is certainly a classic.
SarahBrown	training	Luise Rainier	█████████████ plays Olan.
SarahBrown	training	Anna May Wong	I think she tried to get the role, but they should have put █████████████ in the role.
SarahBrown	training	Rainier	"I know why they didn't, and Ms. ███████ is very good in the film, but they hardly tried to make her look ""authentic""."
SarahBrown	training	Gigi	First off, I'd like to make a correction on another review of this film which said that the last musical to win the Best Picture Academy Award was '████' in 1958.
SarahBrown	training	Murphy	I don't know how or where ██████ got some of his material but it works.
SarahBrown	training	T	His first time he says the F-word is when he does the skit about Mr. █ being a homosexual.
SarahBrown	training	Gus	And I put the worm on the hook and the kids put the fishing pole back in the boat and slammed their heads in the water for two minutes ███.
SarahBrown	training	Gus	Normal kids don't do shit like that ███.
SarahBrown	training	Goonie Goo Goo	Then they looked at each other and said ██████████████!
SarahBrown	training	Sharon Stone	 EVIL INCARNATE: ████████████ is a bit long in the tooth, the ameliorative effects of modern chemistry and surgery notwithstanding.
SarahBrown	training	YEATS	Rather, she seems to have a slight golden glow (YES, █████).
SarahBrown	training	Catherine	█████████ character is so powerful and menacing that I thank my lucky stars that our paths never crossed.
SarahBrown	training	Paul Verhoven	█████████████ pulled striking performances out of the cast and crew.
SarahBrown	training	Sanctimoniously	Example: ███████████████ alleging sexism and misogyny, they demanded that the lead role be switched from BAD GIRL to BAD GUY.
SarahBrown	training	Hackett	"It was, in the words of the reptilian ███████ in NETWORK, ""A BIG- TITTED HIT!"""
SarahBrown	training	Rainer	 Muni plays Wang, a Chinese farmer, who is about to take a wife (██████).
SarahBrown	training	Bourne	All I really have to say is that every ██████ movie gets better and this is no exception.
SarahBrown	training	Bourne	So don't go see it in theaters, go experience it in theaters if it's still out where you live, but if not December 11th ██████ comes home to you!
SarahBrown	training	Corbin Bernsen	██████████████ has met four cons over the years, and he decides they can all be useful in a bank robbery he is planning in a small Montana town.
SarahBrown	training	Gwynne	 The first twenty minutes of the film deal with the four cons slowly getting used to each other, with ██████ and Philips managing to push away their own suspicions to figure out they have to trust each other.
SarahBrown	training	Hoyt Axton	There is also a third, smaller, plot involving the growing annoyance and anger of local Sheriff ██████████ against the idiots from New Jersey who keep getting into his hair.
SarahBrown	training	Gwynne	There are moments of misadventures by our four cons, who fortunately put the oldest (██████) into leadership position.
SarahBrown	training	Moon	████ Child delivers it all in one nicely packaged flick!
SarahBrown	training	Vampire	It works great as a stand alone ███████ movie.
SarahBrown	training	Andrews	"The opening song by Ms. ███████, ""Whistling Away the Dark,"" will always be in the back roads of my mind."
SarahBrown	training	Abhay	movie starts with █████ and his profession of being witness during registrar marriage.
SarahBrown	training	Abhay	The rest is just watchable and the end of the story is bitter sweet that █████ has to face which keeps you at the edge of the seat.
SarahBrown	training	Oscar	Don't expect █████ quality.
SarahBrown	training	Burt	Adam and ████ rekindle the same on-screen chemistry that never seems to have left!
SarahBrown	training	Bams	The fight scene with the written Boofs and ████ or whatever is fantastic!!
SarahBrown	training	Frank Gorshin	At the end █████████████ makes an appearance.
SarahBrown	training	Burt	He passed away not too long after this DVD was made, I believe, so it is to his great credit that he came back to again play a villain to Adam and ████, just as he did to Batman & Robin so many years ago.
SarahBrown	training	Julie Newmar	Thanks to ████████████ to re-living a villain role, also.
SarahBrown	training	Gregory Peck	I've always believed that David and Bathsheba was a film originally intended for Tyrone Power at 20th Century Fox, although ████████████ does give a good account of himself as King David, the monarch with a wandering eye.
SarahBrown	training	Jayne Meadows	King David has many wives, including one really vicious one in █████████████ who was the daughter of Saul, David's predecessor.
SarahBrown	training	David	Turns out she's as unhappily married to Uriah the Hittite as █████ is to quite a few women.
SarahBrown	training	David	█████ sends for Bathsheba and him being the King, she comes a runnin' because she's had her eye on him too.
SarahBrown	training	David	█████ shows weakness in his previous actions, but here he steps up to the plate and asks that the whole thing be put on him.
SarahBrown	training	David	My interpretation of it is that God admires guts even if you're wrong and he lets up on █████ and forgives them both.
SarahBrown	training	David	Bathsheba becomes the mother of Solomon and she and █████ are the ancestors of several successors in the divided kingdoms of Israel and Judah until they're both conquered.
SarahBrown	training	Moore	The only thing that gets █████ aroused is a good battle.
SarahBrown	training	Kieron Moore's	I liked ██████████████ performance as a brave and rather stupid horse's rear.
SarahBrown	training	Raymond Massey	 No one can lay the law down like ██████████████.
SarahBrown	training	David	 So when His own law called for death, why did God spare Bathsheba and keep █████ on the throne.
SarahBrown	training	Porky	I don't consider █████'s to be as funny as Up The Academy, there are some really good laughs throughout the film, and the jokes fall on either stereotypes or getting laid.
SarahBrown	training	Cher	When ████'s spineless fiancé asks her to help him make peace with his estranged, moody younger brother, no one could dream the consequences which follow.
SarahBrown	training	Jimmy	In real life she greatly admired, and liked █████, and indeed gave him his basically first acting roles, and helped him be more calm with his appearance on the set.
SarahBrown	training	Sullivan	I whole heartily give Miss ████████ a perfect 10 in this Golden Age Cinema Classic, that has a special appeal for all generations.
SarahBrown	training	John McIntire	This time he's a cattle driver whose response to labour problems - challenging troublesome cowhands to a gunfight at the end of the trail - results in his cattle being confiscated by █████████████'s larcenous judge of the Roy Bean school of law and order.
SarahBrown	training	Stewart	While it's no great surprise which way ███████ turns at the end, he's a surprisingly callous critter along the way, even using his desire to just be left alone to excuse not warning a group of prospectors of an impending avalanche when he has the chance because it's not his problem.
SarahBrown	training	McIntire	For most of the film there's really only a hair's breadth between him and ████████, something the judge recognises immediately, revelling in the company of a kindred spirit even as he's genially planning to lynch him.
SarahBrown	training	Lena	Interviews done by a young woman named ████. 2.
SarahBrown	training	Vilgot Sjoman	A narrative about a filmmaker, █████████████, making a film...
SarahBrown	training	Salman Khan	███████████ has given is strongest performance ever.
SarahBrown	training	Raj	He tells ███ and Priya that she can no longer have anymore kids.
SarahBrown	training	Raj	███ and Priya decide to go for surrogacy.
SarahBrown	training	Raj	Surrogacy to them is that they will find a girl and ███ and that girl will have a baby together and then hand the baby over to Raj and Priya.
SarahBrown	training	Raj	███ finds a girl.
SarahBrown	training	Raj	███ tells her the situation and bribes her with money and she agrees.
SarahBrown	training	Raj	███ changes Madhubala completley.
SarahBrown	training	Raj	███ tells Priya that he has found a girl.
SarahBrown	training	Raj	███ tells his family that Priya is pregnant.
SarahBrown	training	Raj	Madhubala comes to love ███ and she wants him.
SarahBrown	training	Kaho Naa Pyaar Hai	Other than Mohabbatein and ██████████████████ nothing stood out.
SarahBrown	training	Har Di Jo Pyar Karega	The three main leads confirm, after █████████████████████, they have a solid on screen and off screen chemistry(apparently).
SarahBrown	training	Salman Khan	███████████ who is excellent plays a serious role in the film as a successful business man and is a pity is being exploited as a wannabe comedian in his other films as he is quite underrated in the Mumbai film industry partly due to the films he chooses.
SarahBrown	training	Rani	████'s Character does not know Preiti is a prostitute until the end...this kept from her and the rest of the family...the rest you should find out as it will ruin the film if i told you.
SarahBrown	training	Abbas Mastan	████████████ has produced a hit and handled the film subject tactfully..I say go and watch it or rent it whatever you prefer!
SarahBrown	training	Beckham	"""Bend it like ███████"" means making that type of spectacular shot."
SarahBrown	training	Mia Hamm	"The movie is full of little soccer in-jokes, such as the present that one of the characters' parents give her of a jersey with the number 9 on it (property of the great ████████, to those in the know), references to ""Posh 'n' Becks,"" the video homage to the WUSA one of the characters plays for a disbelieving friend (""They *have* that??""), lesbian gags, sports-bra gags, and so on."
SarahBrown	training	Beckham	The story is about a teenage girl in England who idolizes ███████ and wants to be a soccer star.
SarahBrown	training	Vincent Price's	"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of ███████████████ work."
SarahBrown	training	Jabba	He gives R2 and C3po as a gift to █████ as part of his plan.
SarahBrown	training	Jabba	█████ does not accept the negotiation,since he is using Han Solo as a piece of his palace's decoration.(Han still is frozen in carbonite)
SarahBrown	training	Luke	████ comes as a Jedi knight to rescue his friends.
SarahBrown	training	Yoda	In his last moments, ████ asks to Luke to remember his advices about the temptation of the dark side, and to Luke transmit his Jedi knowledge to other people.
SarahBrown	training	Luke	████ stays worried about killing his own dad, and says that he feels that his father still has kindness.
SarahBrown	training	Luke	He gives his last advice to ████ saying that if he refuses to kill Vader, the emperor will win the war.
SarahBrown	training	Charlton Heston	In the '70s, ███████████████ starred in sci-fi flicks of varying quality.
SarahBrown	training	Robert Thorn	He plays ████████████, a detective in 2022 New York.
SarahBrown	training	Soylent Green	In this future, most food is so expensive that everyone needs a product called █████████████.
SarahBrown	training	Thorn	But when █████ finds out the unsavory truth about this product, he finds himself on the run.
SarahBrown	training	Robert Duvall's	███████████████ performance was excellent and outstanding.
SarahBrown	training	Maggie	Big brawl and ██████ ends up stuck in Panama.
SarahBrown	training	Maggie	██████ is always there for him whenever he needs her.
SarahBrown	training	Clutter	On November 15, 1959 at two a.m. they end up murdering Mr. and Mrs. ███████ and their teenage son and daughter.
SarahBrown	training	Richard Brooks	In Cold Blood (1967) is directed by ██████████████.
SarahBrown	training	Blake	Of course, █████ had the murder case of his own a few years back, being accused of murdering his wife.
SarahBrown	training	Blake	And █████ himself was in that movie as a boy!
SarahBrown	training	Perry	"When █████ goes to kill the girl, Nancy last, and she says ""Oh, please, don't""..."
SarahBrown	training	Perry	In the last image of the movie we see █████ hitting the end of the rope.
SarahBrown	training	Perry	Especially █████'s character is someone you could feel sorry for.
SarahBrown	training	Doolittle	This film was 0 for 4 at the Academy Awards and wasn't even nominated for Best Picture while Dr. █████████ was.
SarahBrown	training	Cusack	A great vehicle for ██████ and a sure bet nominee to become a classic.
SarahBrown	training	Mussolini	She is a member of █████████'s party, pretty fanatic in her thoughts, and he is a member no more.
SarahBrown	training	Hitler	On the day every person from their building, including her husband and children, is out to see ██████, they are still in the building.
SarahBrown	training	Gabriele	Antonietta's bird escapes and flies to ████████'s apartment, and this is how the two meet.
SarahBrown	training	Gabriele	Right before Antonietta went to ████████ he thought of killing himself, again for reasons I will not reveal.
SarahBrown	training	Hitler	How the story develops from here I will not reveal, but it is what happens between the two that makes this such a special day, not the fact that ██████ is in Rome.
SarahBrown	training	Loren	█████ plays the scenes very good as well.
SarahBrown	training	Lonely Guy	"In the previews, ""The 40 Year-Old Virgin"" boasts the image of another immature sex romp about a 40-ish ██████████ who suddenly feels the urge to do the deed simply because he hasn't."
SarahBrown	training	Andy Stitzer	I was able to relate to the character of ████████████ more than anyone in the theater because I was the only teenager present at this showing; everyone else looked like they were all past 40.
SarahBrown	training	Andy	"Of course ████ has never had sex and wakes up everyday with ""morning rise"" (don't ask), and he's pressured by his buddies to try outlandish methods of gaining the attention of the opposite sex."
SarahBrown	training	Andy	The truth is, ████ loves women, but past traumatic experiences (revealed hilariously one after the other in a flashback sequence) have put him on the sidelines for good.
SarahBrown	training	Carell	██████ is sweet and human, as his character is not some layabout who approaches this thing with his eyes shut.
SarahBrown	training	Carell	Even ██████'s buddies, who pass off bad advice to cover up their own relationship insecurities, can be related to on a fundamental level.
SarahBrown	training	Antwone fisher	I was adopted at birth and certainly did NOT have the problems ██████████████ had in the movie, but I still share some of the emotions and this movie really helped to bring them out and force me to deal with them.
SarahBrown	training	Antwone Fisher	"There are just so many issues that are brought out in this movie - and they are dealt with so well by the script and by the acting that ██████████████ should be a ""Best Picture"" nominee for sure."
SarahBrown	training	Sally Field	███████████ is heading the field of truly outstanding actors and does a good, if not perfect, job with her daytime tv-diva.
SarahBrown	training	Downey jr	█████████ may not convince entirely as a comedian and has not the timing right all the time, but he struggles with his part which is, to be honest, the most ungrateful one.
SarahBrown	training	Elisabeth Shue	Sadly ██████████████ never seems to be quite comfortable in her part.
SarahBrown	training	Ms Shue	I normally like ███████, but here she acts as a fish out of water and sometimes seems to be in a different movie.
SarahBrown	training	Mona	████'s disappearance?
SarahBrown	training	Helmer	██████'s comeuppance?
SarahBrown	training	Lars von Trier's	Then I read that at least two of the cast members had passed on and I have to say, I know it probably wouldn't be true to ████████████████ vision, but I would gladly look past replacement actors just to see the ending he had planned!
SarahBrown	training	Helmer	Granted, it would be hard to find someone to play ██████ as the character deserves.
SarahBrown	training	Robert Altman's	"The Finnish version of ███████████████ ""Short Cuts"", set in the small rural town of Äänekoski."
SarahBrown	training	Altman	Compared with ██████'s classic, this movie is perhaps less professional, but it is definitely a great piece of art.
SarahBrown	training	H.G. Wells	Frustrated and drunk with power, he turns psychotic in the classic ██████████ tradition.
SarahBrown	training	Verhoeven	This is a gleefully horrible Invisible Man story, delivered with relish by the ever-tasteful █████████ and Bacon as the genius-turned-loonytoon-maniac.
SarahBrown	training	Verhoeven	As with much of █████████'s work it has a terrific unrestrained sense of Boy's-Own comic-book adventure (the secret underground lab where the scientists work is just wonderful) combined with the most horrific and depraved visuals (women in their underwear being groped and attacked by an invisible fiend, animals beaten to death, literally gallons of blood and wholesale slaughter in the last two reels).
SarahBrown	training	Scott E. Anderson	Whilst the story doesn't ring any new twists on an old idea, the CG special effects by █████████████████ are eye-poppingly brilliant as we see veins and arteries, cardiovascular systems, muscles, tissue, bones and flesh all literally appear out of nowhere.
SarahBrown	training	Devane	In particular, a sequence where the team bring a gorilla back from the invisible state and the scene where Bacon drowns ██████ in a swimming pool, are absolutely breathtaking in the detail and artistic invention of the effects.
SarahBrown	training	Kristin Chenoweth	 I came for █████████████████ and I stayed because I fell in love with the entire show.
SarahBrown	training	Cinderella	██████████ takes me back, when I was a little girl I loved the princesses of Disney.
SarahBrown	training	Cinderella	██████████ was one of my favorites because I always was so enchanted by the story.
SarahBrown	training	Cinderella	We have ██████████ who is a beautiful girl enslaved by her wicked step mother and ugly step sisters.
SarahBrown	training	Cinderella	When the prince sees ██████████ at the ball, he has fallen hard for her.
SarahBrown	training	Cinderella	But ██████████ must return home at midnight when the spell is broken, all she leaves behind is her glass slipper.
SarahBrown	training	Cinderella	The next day the prince is on a hunt to find this girl who fits the slipper and is making a stop at ██████████'s house where her step mother has found out about her night and locks her in her room.
SarahBrown	training	Werner Herzog	It is one of my all-time favorites - but be warned, it is weird, like █████████████ weird - its weirdness stems from its super-realism.
SarahBrown	training	Alex	"""Panic"" is the story of a hit man, ████ (Macy) who actually works for his father (Sutherland)."
SarahBrown	training	Alex	When ████ receives his next assignment, he discovers that he is to kill his psychiatrist.
SarahBrown	training	Alex	But it moves slowly not because it's poorly made - the slowness is deliberate, mirroring ████'s own psyche slowly coming out of the fog.
SarahBrown	training	Sammy	And the difference between the two could lead to the loss of another psyche, █████'s.
SarahBrown	training	William Macy	████████████ gives another brilliant performance, as a loving father, a distant husband, and a cold killer, the child of two monsters who never cared a damn for his feelings or desires, a man who realizes finally that he has to step up to the plate or have the cycle repeated.
SarahBrown	training	Erik Weihenmayer	As part of their education, Tenberken shares with them the story of American ████████████████, the first blind person to reach the summit of Mount Everest.
SarahBrown	training	Lhakpa Ri	He'll arrange an expedition for them to climb 23,000 foot █████████ and provide all the guides and equipment.
SarahBrown	training	Erik	████'s team are mostly American, mostly male, and mostly sighted.
SarahBrown	training	Erik	When it turns out that none of the students have any climbing experience, and that some are much more coordinated than others, it begins to unravel ████'s original plan for them all to reach the summit together.
SarahBrown	training	Walker	In addition to all the human drama to cover, director ██████ and her small crew had to contend with the frigid and oxygen-deprived conditions herself, lugging equipment up the mountains and hoping it wouldn't break down.
SarahBrown	training	Gialli	With ██████ and Gothic Tales being my two favorite sub-genres in Horror, I was looking forward to seeing this film for quite a while, and even though my expectations were high, this masterpiece surpassed my greatest hopes.
SarahBrown	training	Barbara Bouchet	"An incredibly mesmerizing Giallo with strong Gothic elements, ""The Red Queen"" delivers everything one could hope for in either sub-genre: An inventive and incredibly compelling plot, spine-chilling suspense, a sublimely uncanny setting and a genuinely creepy atmosphere, eerily lush colors, stylish murders, a brilliant score, and, not least, a ravishing female cast lead by the stunningly beautiful ███████████████ - this film simply is one of the most outstanding combinations of elegant beauty and pure terror."
SarahBrown	training	Barbara Bouchet	Fourteen years later, Kitty (███████████████) has become a successful fashion photographer.
SarahBrown	training	Miraglia	"Director ████████ had already proved his incredible talent for style, atmosphere and colorful creepiness with ""The Night Evelyn Came Out of the Grave"" and he makes use of these elements even far more effectively in this gem."
SarahBrown	training	Grandfather	The haunting painting in the ███████████'s castle alone is capable of giving the viewer the goosebumps.
SarahBrown	training	Barbara Bouchet	The ravishing ███████████████ (one of my favorite actresses) must be one of the most stunningly beautiful ladies ever to appear on screen, and she is a great actress too.
SarahBrown	training	Bruno Nicolai's	███████████████ mesmerizing score is as memorable as it gets, and makes the film's intensely eerie atmosphere even more haunting.
SarahBrown	training	Gialli	"""The Red Queen Kills Seven Times"" is an absolute masterpiece that easily ranks among the finest ██████ ever made, and a top-priority for every fan of Horror and/or Italian cinema to see."
SarahBrown	training	Stros	I would try at every way available to see every '█████ game; listen to them on the radio or follow them on the Internet.
SarahBrown	training	Chronicle	I read the █████████'s sports section every day.
SarahBrown	training	Astros	And yes, my room looks like The Shed, Minute Maid Park's gift shop; with a closet full of ██████ gear, including 5 jerseys, 20 t-shirts and you know the rest.
SarahBrown	training	Sergio Leon	This is a true film and while its great in its entirety, the ending is a brilliant, if not unblatant rip-off of certain ███████████ pictures, involving cannons where legs should be, and certainly is appropriate!
SarahBrown	training	Oscar	Don't miss this movie, which should have won the █████.
SarahBrown	training	Clancy Brown	"Co-star ████████████ (HBO's ""Carnivale"" - great to see him again) played the captain of the Coast Guard's Kodiak, Alaska base in a strong, convincing role as a leader with the prerequisite and necessary ice water in his veins."
SarahBrown	training	Fritz Feld	Even the smallest roles were played to perfection, like ██████████ auditioning for the potato chips commercial.
SarahBrown	training	Herbert Ross	 Which brings me to my reason for reviewing this film, the direction of the greatly underrated ████████████.
SarahBrown	training	Ross	"████ who previously brought a two person play, ""The Owl And The Pussycat"" to the screen and made a full movie out of it, does it again."
SarahBrown	training	Ben Clark	Here we're 20 minutes into the film before we get to the scene that opens the play, where █████████ comes to see his uncle and tell him about the comedy special.
SarahBrown	training	Lion King	Being a fan of the first █████████, I was definitely looking forward to this movie, but I knew there was really no way it could be as good as the original.
SarahBrown	training	Pumbaa	Timon and ██████ stole the show in the first movie and definitely deserved a movie that centered around them.
SarahBrown	training	Simba	My favorite parts of the movie include the montage of Timon & Pumbaa taking care of young █████ and the surprise ending featuring some great cameos.
SarahBrown	training	Simba	I could have done without many of the bathroom jokes though, like the real reason everyone bowed to baby █████ at the beginning of Lion King 1.
SarahBrown	training	LK2	"At least ███ had the nice ballad, ""Love Will Find a Way."""
SarahBrown	training	Letyat Zhuravli	"In ""███████████████"", she is unforgettable."
SarahBrown	training	Boris	Just remember the scenes of piano music and proposal under the heavy German bombardment, or the death of █████ with a swirling sky above his head and his last visions appeared blurred in those skies.
SarahBrown	training	Oldboy	This one does, it is nothing like ██████ in plot or style but the same level of quality is there.
SarahBrown	training	Kim	███ in particular manages to swap from the creepy horror scenes to the surreal comedy without the slightest misstep.
SarahBrown	training	Frank Sinatra's	"OK, so ███████████████ ""acting"" leaves a lot to be desired but his singing is a great redeeming feature and the songs fit in perfectly with the romantic atmosphere of the film."
SarahBrown	training	Sinatra	███████ went on to make many more films where his undoubted acting ability shone through but in this, his first venture into Hollywood, his voice, not his acting, is his main contribution to this movie.
SarahBrown	training	Adam Sandler	We all know that ████████████ wasn't the best at first either.
SarahBrown	training	Blik	Mr. ████ is, i think,the funniest of all like
SarahBrown	training	Nick	I know ████ is meant for kids, but every once in a while a brilliant show appears that can be enjoyed by teenagers and adults.
SarahBrown	training	Nick	All of these must have been considered too good, with the exception of CatDog, 'cause ████ felt the need to cancel them.
SarahBrown	training	Gordon	What I like the famous final episode, where ██████ fight a duck.
SarahBrown	training	Mary Ellen	Well anyway you have ██████████ Trainor(who by the way plays in several warner brothers works, usually small parts) as a greedy philandering wife who takes care of her hubby while waiting on some money and a new romance.
SarahBrown	training	E.C.	As from the old ████ comic lessons, you learn bad people get what they axe for!
SarahBrown	training	Joan Collins	Also this tale was in the 1972 movie and featured ████████████, this is without a doubt one of my favorites and probably one of the classic crypt episodes of all-time!
SarahBrown	training	Harris	Her daughters hear her reminiscing about people they have never heard of and the story of what happened when she and ██████ killed Buddy soon plays out.
SarahBrown	training	Ann	It's not as though ███'s life now is uninteresting, it just has less to do with the plot then it does with the morals being learned.
SarahBrown	training	Ann	While I grant that the parallels to the past help alleviate the problems for ███'s children currently, I was still a bit too enraptured in the wedding to care as much as I maybe should have.
SarahBrown	training	Claire Danes'	No matter how annoying I find █████████████ angry/sad/crying face that exists in every role she plays, the girl is good at what she does.
SarahBrown	training	Patrick Wilson	██████████████ is always great in whatever I've seen him in.
SarahBrown	training	Hugh Dancy	The real revelation, though, is ██████████.
SarahBrown	training	Weber	█████ was especially good, turning in an exceptionally creepy and understated performance as the child molester/killer.
SarahBrown	training	Alissia	And I never in a million years would have guessed the reason why ███████ had gone from this beautiful girl to an anti-social goth.
SarahBrown	training	Alissia	This was probably WHY my shirt was soaked because I've experienced that same pain that ███████ was feeling.
SarahBrown	training	James Orwell	Had ████████████ known the Internet becoming reality not long after 1984; In fact it was in 1994; he might have reconsidered writing his story the way he did.
SarahBrown	training	Woodchuck	No, this isn't a sequel to the fabulous OVA series, but rather a remake of the events that occurred after the death of Ghim (and the disappearance of █████████).
SarahBrown	training	Orson	It is also more accurate to the novels that inspired this wonderful series, which is why characters (namely █████ and Shiris) are reintroduced, and why the story may seem slightly different to those used to the OVA.
SarahBrown	training	Parn	The remaining 19 episodes introduce us to Spark, a blue-haired knight wannabe who identifies with ████, and his ragtag team of misfits as they attempt to stop the Dark Wizard Wagnard from resurrecting Kardis the Destroyer.
SarahBrown	training	Parn	While it isn't quite the equivalent of the original LODOSS WAR (we all love the finale where ████ saves Deedlit from Wagnard, don't we?), this TV follow-up is still great fun for fantasy fans.
SarahBrown	training	Kaoru Wada	The fully-realized characters, engaging storyline, magic, romance, and a superb soundtrack scored by ██████████ of NINJA SCROLL, all give this uneven spin-off some punch.
SarahBrown	training	Lisa Ortiz	Much of the original cast who lent their English voices to the characters of LODOSS return (including ██████████ as Deedlit!), which is a nice bonus.
SarahBrown	training	Anthony Cruise's	████████████████ Kashue, on the other hand, is too weary and takes about five or so episodes to find his stride.
SarahBrown	training	King Kashue	"(Besides, there are some showstoppingly hilarious lines such as ""I'm ███████████, and this is my CASHEW!"
SarahBrown	training	Sho Hayami	Because the series was made seven years after the original, all but one (██████████) of the cast members are replaced by new ones.
SarahBrown	training	James Franco	One brother, a self-proclaimed genius played by ████████████ is your typical sensitive but intelligent man-child.
SarahBrown	training	James Franco	I'd recommend it to anyone interested in such character studies and commend ████████████ for his efforts in what was obviously a labor of love.
SarahBrown	training	Vincent Price	I just recently watched this 1954 movie starring █████████████ for the first time on Turner Classic Movies.
SarahBrown	training	Vincent Price	 This is a must for █████████████ fans.
SarahBrown	training	Kurt Vonnegut	"Now for all the talk of █████████████ being ""unfilmable"" it's surprising that he has gotten two superb cinematic treatments (the other being ""Slaughter-house Five"")."
