github	type	name	context
SarahBrown	validation	Darth Vader	Because small Ewoks defeated a band of stormtroopers d) Because ███████████ was revealed I would like to debunk each of these reasons because I believe that they miss the point completely.
SarahBrown	testing	Chewbacca	How about in Empire Strikes Back or in A New Hope where there were SEVERAL scenes of a group consisting of just Han Solo, █████████, and the Princess, being shot at by like ten stormtroopers and all their blasters missed while the heros were in full view!!
SarahBrown	training	ROTJ	On another note, I think a subconscious or conscious expectation among most people is that the sequel MUST be worse (even if it is better) that preceding movies is another reason that ████ does not get as many accolades as it deserves.
SarahBrown	validation	Luke	"Finally, I hope people go see the Phantom Menace with an open mind because if fans start looking for nitpicky, insignificant details (or see it as ""just another sequel"") to trash the movie such as ""This movie stinks because ████ is not in it!"""
SarahBrown	testing	ROTJ	then this meritorious film will become another spectacular movie that will be the subject of derision like ████ suffered unfortunately.
SarahBrown	training	Carla	But Paul sees a grander opportunity with █████'s skill in lip reading and draws her even further into a world of intrigue.
SarahBrown	validation	Carla	█████ grows more powerful, professionally as well as personally, as the story progresses and her disability gives her clear advantages over the rest of us.
SarahBrown	testing	Carla	 You will hear the world through █████'s ears, from awkward adjustments of your hearing aid, muffled sounds, all but inaudible without it to relatively distinct voices when you can see who's talking.
SarahBrown	training	Steven Chow's	It is one of a few movies that deserves to come a face to face match to █████████████ Shaolin Soccer.
SarahBrown	validation	Louis Koo(Red	"He teams up with █████████████) who i was very impressed by his flexible ""wing"" which deflected incoming attacks."
SarahBrown	training	Heath Leger	I thought that this film was very well made, ███████████ was very convincing and his Irish accent was flawless.
SarahBrown	validation	Ned Kelly	Maybe those in authority have always been corrupt and I did find it interesting that over 30,000 signed a petition for █████████ NOT to be hanged, so maybe there was more truth in this film than at first thought?
SarahBrown	training	Lilja	"Last year I saw ""█████ 4-ever"" that tells an identical story in the former Soviet Union; therefore this problem does exist in Third World countries."
SarahBrown	validation	Rudi Lagemann	Director and writer █████████████ presents a great movie exposing the reality but never showing nudity or explicit sexual scenes.
SarahBrown	testing	Fernanda Carvalho	It is the debut of the promising █████████████████, who has an excellent performance in the role of a scared child fighting for survival.
SarahBrown	training	Darlene Glória	Most of the prostitutes are amateurs, and it is impossible to recognize the famous ██████████████ so different she is after many plastic surgeries.
SarahBrown	training	John McIntire	This time he's a cattle driver whose response to labour problems - challenging troublesome cowhands to a gunfight at the end of the trail - results in his cattle being confiscated by █████████████'s larcenous judge of the Roy Bean school of law and order.
SarahBrown	validation	Stewart	While it's no great surprise which way ███████ turns at the end, he's a surprisingly callous critter along the way, even using his desire to just be left alone to excuse not warning a group of prospectors of an impending avalanche when he has the chance because it's not his problem.
SarahBrown	testing	McIntire	For most of the film there's really only a hair's breadth between him and ████████, something the judge recognises immediately, revelling in the company of a kindred spirit even as he's genially planning to lynch him.
SarahBrown	training	Kevin Smith	Thanks to ███████████, a bunch of geeks are running around saying that Return of the Jedi isn't any good because it's actually fun to watch.
SarahBrown	validation	Kevin Smith	Everyone liked Return of the Jedi until someone in a ███████████ movie made a negative comment about it.
SarahBrown	testing	Kevin Smith	This movie is so much better than anything ███████████ ever even considered creating that it boggles my mind that the man would even think of denouncing it.
SarahBrown	training	Chris Martin	With a magnificent soundtrack featuring Faultline & ████████████ and Vama Veche it surprises in every way leaving behind the sour taste of misunderstanding love...
SarahBrown	training	Julie	For example, why is █████ and her uncle suddenly pursued by the Germans when a minute ago she was spying for them.
SarahBrown	validation	Blake	" █████: ""I Will make you a German Spy, then we will take your clothes off in another movie and then play a transvestite in a another movie."
SarahBrown	training	Tsui Hark	I have to admit that █████████ is one of a kind, you can't top a person with a strong style of movie presence.
SarahBrown	validation	Tsui Hark's	"It may have a thin story, but hey look at ███████████ ""Time & Tide,"" we got confused by the plot as well, but it was truly something stylish and awesome."
SarahBrown	training	Alissia	And I never in a million years would have guessed the reason why ███████ had gone from this beautiful girl to an anti-social goth.
SarahBrown	validation	Alissia	This was probably WHY my shirt was soaked because I've experienced that same pain that ███████ was feeling.
SarahBrown	training	James Stewart	This first-rate western tale of the gold rush brings great excitement, romance, and █████████████ to the screen.
SarahBrown	validation	Madden	Flippen attempts to arrest ██████ and see that justice be done, but he cannot stand up to him, so he becomes the town drunk.
SarahBrown	testing	Stewart	If ███████ stays and keeps on not doing anything about it, the townspeople will be killed one by one mercilessly and uselessly.
SarahBrown	training	Stewart	For a few seconds, his gun, in the gunbelt, is hanging on a post beside his bed, the gun is close up, ███████ is in the background, just inside the door.
SarahBrown	training	Oscars	The idea that it was nominated for 11 ██████ (even Best Picture of the Year) and didn't get one trophy is a sign of how blind and stupid Hollywood can be sometimes.
SarahBrown	training	Norman Maclean	"The cinematography was perfect and breathtaking -- I was awed by its beauty and how well it brought to life the words of the author of the book, ██████████████, ""But when I am alone in the half light of the canyon, all existence seems to fade to a being with my soul, and memories."
SarahBrown	training	Larry Clark	 If this film had been directed by ███████████, then this story about a school shooting probably would have been shown through the eyes of the killer and whatever led that person to go insane in the first place.
SarahBrown	validation	Erika Christensen	"The only other movie that I've seen with █████████████████ is ""Swim Fan"" which made me almost not want to watch this film, but she turned in a very good performance herself."
SarahBrown	training	Olivia	There are also big problems that occur when the family decides to go on a camping trip which their daughter ██████ dislikes and just cannot adapt to sleeping outdoors and requires a tent to be kept out all the bugs.
SarahBrown	validation	Olivia	In many ways, ██████ does an outstanding performance as the teenage and Nick Mancuso,(Richard Grant) gives a great supporting role as a hotel owner.
SarahBrown	training	Crawford	████████ stars a young rich girl who's father is wiped out in the stock market crash and there is nothing left for her and her brother.
SarahBrown	validation	Crawford	████████ becomes a reporter at a newspaper but wants to work on the big stories but is given worthless stuff to work on.
SarahBrown	training	Ebenezer Scrooge	That has somehow slipped past one ████████████████, merchant and money lender in 19th century London.
SarahBrown	validation	Scrooge	As his nephew points out to his uncle, he doesn't keep Christmas in any way because ███████ feels the whole thing is humbug.
SarahBrown	testing	Oliver Twist	A Christmas Carol is such a timeless holiday classic that we sometimes forget that it is as much a social commentary of 19th century Great Britain as ████████████ was.
SarahBrown	training	Oliver Twist	The Cratchits are a couple of rungs above the street people in ████████████, but they are having to struggle to stay up there.
SarahBrown	validation	Patrick Stewart	███████████████ in his live performances and filmed play has pretty much taken over the part of Scrooge.
SarahBrown	training	gore	Many slashers become formulaic far too quickly and the audience ends up watching simply to see some ████.
SarahBrown	training	Udit Narayan	The actors, the beautiful settings, locations, and surroundings, the deep emotions portrayed, the sweet songs (especially the singing voice of ████████████, my favorite) -- everything was just lovely.
SarahBrown	validation	Alok Nath	█████████ is such a terrific actor, so open with the emotions of the characters he portrays, he almost steals the show from the young stars.
SarahBrown	training	Dickens England	This is a grand epic of Victorian England, ███████████████ is recreated before our very eyes, the sights and the sounds and you can almost feel the breeze in your face and the smells of the market.
SarahBrown	validation	Dickens	███████ wrote this story for a dark period in England's life and it's one of the few Christmas tales that is really dark, almost scary, and it has to be scary in order to scare a man who has been a miser for so many years into turning around.
SarahBrown	training	Nabokov	"Not having read ███████, and knowing nothing about chess, I could only view ""The Luzhin Defence"" as a movie."
SarahBrown	training	Klingon	In 2151, in Broken Bow, Oklahoma, a farmer shoots the Klingon Klaang with his plasma rifle after the explosion of a methane store in his farm and the ███████ is sent to the Starfleet Hospital.
SarahBrown	validation	Soval	The Vulcan ambassador █████ proposes to unplug the life support system and bring the corpse of Klaang to his warrior empire in planet Kronos with honor.
SarahBrown	testing	Jonathan Archer	However, Captain ███████████████ proposes to go with the Enterprise in her first voyage and bring back Klaang alive to his home planet.
SarahBrown	training	T'Pol	█████ modifies the sensors of the Enterprise to track the Suliban spacecraft until she reaches planet Riger X.
SarahBrown	training	Dominic Monaghan	The only reason I even found out about this DVD was because ████████████████ is a favorite actor of mine.
SarahBrown	validation	Jack	The film follows ████, a insomniac who is often plagued by conditions which causes him to doubt what is reality, and what is all in his head.
SarahBrown	training	Stormhold	The only catch is that the star has fallen on the other side of the wall, a doorway between England and a magical kingdom known as █████████.
SarahBrown	validation	The Princess Bride	If I had to compare the likes to another film it would probably have to be ██████████████████, a classic.
SarahBrown	training	Neil Gaimans Stardust	This afternoon we took the kids to the movies and saw █████████████████████ and all I can say is Wow.
SarahBrown	validation	Shrek	The pure joy brought about by the humor which managed to be Laugh our Loud funny, Intelligent enough to make the first █████ look like an 80's Sitcom, and blend in perfectly with the rest of the movie alone would have made this a great movie.
SarahBrown	testing	Neil Gaiman	Once again ███████████ has done it, he has driven another dagger into my heart by creating a world of fantasy that is so beautiful and enchanting that I would do almost anything to live in it and only given me a short glimpse into it.
SarahBrown	training	Neil	In the end I'm sure that ████'s writing and this movie won't have the same effect on everyone but trust me when I say you will not regret the time or money spent watching this movie, it is easily one of the top 5 movies I have ever seen and I can guarantee that anyone at all with a soul will at least like it.
SarahBrown	training	Pierce Brosnan	The delivery of some very humorous rude lines by ██████████████ is alone worth the price of admission.
SarahBrown	training	Raul Julia	Another great actor in this move was ██████████, who gave depth to Santa Anna, a vain and complex person who led Mexico through turbulent times.
SarahBrown	training	David Guptil	████████████, a familiar face from several other Australian flicks and a decent actor, is one of the five aborigines on trial.
SarahBrown	training	Proust	"And what's most moving about it may be the relation between reality and art the movie deals with, which is directly inspired by ██████'s ""A la Recherche du temps perdu""."
SarahBrown	validation	Gilberte	"The first woman's name is always Gilberte, and the second woman appears like a twisted and deformed double of ████████ : Veronika is like a ""whore Gilberte"", beautiful like the night, whereas Gilberte was pure, and ""beautiful like the day""."
SarahBrown	testing	Alexandre	"For instance, when Veronika notices the strange way █████████ makes is bed, he answers that he saw it in a movie, and then, that a movie, ""it's made for that, to learn how to live, how to make a bed""."
SarahBrown	training	Alexandre	"""La Maman et la putain"" fights against a conception of art ""principaly political"" - see for example the ironical review of a political movie by █████████."
SarahBrown	validation	Alexander	The end of the movie shows the symbolic death of █████████, who is smashes by the heaviness of reality.
SarahBrown	testing	Bresson	"He claims for instance that he ""loves a woman for parallel reasons, because she played in a ███████'s for example""."
SarahBrown	training	Stephenie Meyer's	I think men are prone to hate █████████████████ work (and its offspring) to some degree because they feel some sense of betrayal that an archetype which was always theirs is now liberated.
SarahBrown	training	Greg Kinnear	Pierce and ████████████ play off each other great, and make for one of the better buddy pairings in a long time.
SarahBrown	validation	Brosnan	This is a film that definitely shows that we can expect great things in the post-Bond era of ███████'s career.
SarahBrown	training	Judd Nelson	and all the time we are routing for ███████████ to get away with it, we as the viewers are on his side.
SarahBrown	validation	Judd	████ is one of the scariest villains ever, and he's more realistic, he doesn't just mindlessly chop people up like in other horrors.
SarahBrown	training	Maclean	The ███████ family was comprised of four people, the father, a minister, who was ideologically driven to raise his family properly.
SarahBrown	validation	Norman	His brother, ██████, was the cerebral type, he was touched by emotions that were genuine, and motivated by a set of values that Missoula, Montana concurred with!!
SarahBrown	testing	Maclean	The recreation of fly fishing served as the cohesive bond which homogenized the kindred spirits of the ███████ brothers, and to a lesser degree, the father!!
SarahBrown	training	Maclean	Breathtaking filmography of bluer than blue mountains and streams captured the youth and effervescence that the ███████ brothers had for life...
SarahBrown	validation	Paul	What this film also points out, is that the younger brother, ████, has attained an accomplishment of his own by being the epitome of a remarkable fly fisherman!!
SarahBrown	testing	Maclean	The seedier side of life prevails in the younger brother's existence, and exerts an insidious form of consternation for the ███████ family!!
SarahBrown	training	Maclean	As most human shortcomings go, the ███████ family made light of turbulent waters, (literally) and thus, established unity as a family, by putting necessary blinders on!!!
SarahBrown	validation	Norman	For ██████, his life has been relegated to stubborn facts that have determined his dubious outlook, and precarious resolve!
SarahBrown	testing	Norman Maclean	██████████████ must come to grips with the fact that his life has been fragmented by misunderstandings!
SarahBrown	training	Norman Maclean	██████████████ has become a decrepit octogenarian who is polarized by virtual conclusions to his life!!
SarahBrown	validation	Norman	The people and places which were important in ██████'s life, are now only a bittersweet memory....merely a painfully intellectual rumination of events which are aggravated by the haunted waters of Montana's beautiful streams and rivers...
SarahBrown	training	Michael Dudikoff	Notable for MTV-J Julie Brown (not the 'Downtown' one) showing some skin, and a very early part (albiet small) for ████████████████.
SarahBrown	training	Carla	█████ becomes attracted to Paul and to the fact that he makes her feel attractive for,what seems like,the first time.
SarahBrown	training	Jabba	This movie has a bad reputation because of Ewoks, but there are so many reasons to love this movie: -The Rescue of Han Solo from █████: This official wraps up the Han Solo in debt sub-plot that was established when we first met the character in A NEW HOPE.
SarahBrown	training	Toyomichi Kurita	The slow pace leaves a lot of room for cinematographer ████████████████, who infuses the film with just the right sense of fragile light & warmth.
SarahBrown	validation	Lukas Haas	"██████████, a young actor who I was familiar with from ""Testament"" and ""Witness"", plays a character very much like his other early roles."
SarahBrown	training	Jodie Foster's	██████████████ performance is striking, and it shows that she is really a natural born actress who showed her true potential especially in her earlier movies.
SarahBrown	training	Peter Weir's	It's intriguing, like all ████████████ stuff, but it's not always as attention-holding as I would have liked.
SarahBrown	validation	Weir)but	I found myself fascinated by the ideas being thrown at me (because they are very well handled by the film's director ████████ at the same time I was not stimulated enough by them.
SarahBrown	testing	Weir	"It starts out with an intense weather sequence and has some very awesome mood effects throughout (most notably the bizarre, ""belching"" sound design)and strong direction; but it just didn't entertain me like ████'s later films do."
SarahBrown	training	Orlando Bloom	The accents are impenetrable if you're from the US so just sit back and enjoy the scenery (or as I like to call it, █████████████).
SarahBrown	training	Soll	████ is what makes the move, his funny ramblings give us insights in to the way The South was back then.
SarahBrown	training	Ashton Kutcher	I'll admit that I was reluctant to see it because from what I knew of ██████████████ he was only able to do comedy.
SarahBrown	training	Emilio Miraglia	The color is superb in this thriller from ███████████████, who only did one other Giallo, as far as I know.
SarahBrown	training	Sandu	"I think this line of Kiki to █████ says all: ""I want to stop...and if you love me, you will do as I ask you""."
SarahBrown	training	Lee Marvin	"I immediately recognized it as a sendup of the opening credits of ""M-Squad"" starring ██████████, one of my all-time favorite cop shows."
SarahBrown	validation	Muhammed Ali	"The episode was ""Ring of Fear/A Dangerous Assignment"", with its comic references to ""On The Waterfront"", and ""████████████"", but most memorable of course were all the sight gags and non sequiturs."
SarahBrown	training	Ronald	Taken from ██████ 'Taking Sides' Harwood, it's a funny and ultimately excoriating analysis of a relationship between two very 'actorly' types.
SarahBrown	training	Costner	This doesn't make sense: If she knows the layout so well, ███████ is right, he *should* be the one to leave.
SarahBrown	training	Xica	The only cautionary statement about ████ is that it occasionally contains some harsh scenes therefore I would recommend that children under 14 do not watch Xica.
SarahBrown	training	Josie Lawrence	██████████████, who is best known as a comedienne, really shines as the woman who brings about all these changes.
SarahBrown	training	gore	Although the film is about Russian characters in WWII, don't expect to see any Nazis, cannons, blood, ████, etc.
SarahBrown	training	Miss Lemon	A series of random, seemingly insignificant thefts at her sister's boarding house has ██████████ quite agitated.
SarahBrown	validation	Poirot	And ██████'s fears are confirmed when one of the students living in the boarding house if found murdered.
SarahBrown	testing	Poirot	The major points of the mystery are all there  the petty thefts, the boarding house, the students, the ripped rucksack, and, of course, ██████'s ability to see something sinister going on before it actually happens.
SarahBrown	training	Miike	He also continues to make his signature █████ films outside of these ones, which is very reassuring.
SarahBrown	training	Andie MacDowell	For example, at a scene where the other women's jealousy override and a scene was set up to make ███████████████ dump the young man, would a mature police officer (the other friend of MacDowell) allow her friend to do such a sinister act?
SarahBrown	training	Dee Dee	The band, ███████ especially, always disliked the movie through the 80's but the fans always loved and could recite most of the movie while waiting to get into Ramones shows.
SarahBrown	training	John McKay	Mostly known for directing ██████████ wrote this wonderful screenplay about three forty-something friends in a small town in England.
SarahBrown	validation	Andie MacDowell	███████████████ once again thrown by the surrounds of the British (which is where I find she exudes the most) is absolutely charming as the head mistress of a prestigious school who becomes involved with a younger man.
SarahBrown	training	Dimitri Shostakovich	"It's ""Waltz No. 2 from Jazz Suite No. 2"" composed by ████████████████████, performed here by The City of Prague Philharmonic Orchestra."
SarahBrown	validation	Alexandre Desplat	The film score by █████████████████ was fulfilling - there are fifteen tracks besides two tracks of the delightful waltz.
SarahBrown	testing	Marleen Gorris	"Director ██████████████ of ""Antonia's Line"" (1996 Academy Award's Best Foreign Language Film from the Netherlands) gave us a quietly sensitive film - not without its unsettling human conflicts, intrigues, obsessions, family strives, lovingness and respect."
SarahBrown	training	Natella	"Following the escapades of Keisha, Latrina and ███████, our three ""protagonists"" for want of a better term, the show doesn't shy away from parodying every imaginable subject."
SarahBrown	training	Spencer Tracy's	Sandwiched in between San Francisco and Captains Courageous two of ███████████████ greatest parts is this very curious film about war and the effects it has on some people.
SarahBrown	validation	Gladys George	The part of the film that gave me some trouble is that I can't believe █████████████ couldn't figure it out.
SarahBrown	testing	James Cagney	She's a street smart girl, her part is very much like the one she played in The Roaring Twenties opposite ████████████.
SarahBrown	training	Humphrey Bogart's	Speaking of The Roaring Twenties, █████████████████ character development there is similar to Tone's although he was not the central character of the movie.
SarahBrown	validation	Clint Eastwood's	In fact there are elements of They Gave Him A Gun that are to be found in Taxi Driver and in ████████████████ classic, The Unforgiven.
SarahBrown	training	Mr Courtenay's	"It was a memorable performance that overshadowed ██████████████,reducing him rather to an ""also - ran"" as opposed to an actor on level - billing."
SarahBrown	validation	Norman	"The idea that ""Sir"" and ""██████"" might be almost incomplete without each other went right out of the window."
SarahBrown	testing	Hari - kiri	When the British cinema virtually committed ███████████ in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the door.
SarahBrown	training	Tatyana Samojlova	The girl (a remarkable performance from █████████████████) is also loved by the young man's cousin and, when she doesn't receive word from her boyfriend, gives in to the latter and marries him.
SarahBrown	validation	CUBA	" The only other film I've watched from this director is the Arctic epic THE RED TENT (1969; albeit via the much-shorter U.S.-release version!), a star-studded international production based on true events; given the unmistakable artistic quality of THE CRANES ARE FLYING, I regret missing out now on his famous documentary I AM ████ (1964) a number of times when I was in Hollywood late last year: apart from receiving a one-week theatrical run, it was shown more than once on TV accompanied by a feature-length ""Making Of""!!"
SarahBrown	training	Erika Christensen	█████████████████, though only 24 has been around the block so much that film viewers are pretty much acquainted with her solid and reliable style of acting.
SarahBrown	validation	Christensen	Busy Philipps, three years older than ███████████ and altogether unknown to me, blew me away with her overwhelming dramatic strength and screen presence.
SarahBrown	testing	Gus van Sant's	██████████████ Elephant (2003) though good, seems almost superficial and paltry compared to Home Room when it comes to dramatic flair and acting.
SarahBrown	training	Lars von Trier	Now I'd be the first to hail ██████████████ a genius just off the back of his films Breaking the Waves and Dancer in the Dark, but this is stupid, the fact that Europa has gone un-noticed by film experts for so long is a crime against cinema, whilst overrated rubbish like Crouching Tiger, Hidden Dragon and Life is Beautiful clean up at the academy awards (but what do the know)
SarahBrown	validation	von Trier	Much like his first film The Element of Crime, █████████ uses the perspective of the main character to draw us into his world, and much like Element, the film begins with the main character (or in the case of Europa, we the audience) being hypnotized.
SarahBrown	testing	Max von Sydow	As we move down the tracks, the voice of the Narrator (█████████████) counts us down into a deep sleep, until we awake in Europa.
SarahBrown	training	von Trier	 The performances are good, they may not be on par with performances in later █████████ films, but that's just because the images are sometimes so distracting that you don't really pick up on them the first time round.
SarahBrown	validation	Jean-Marc Barr	But I would like to point out the fantastic performance of ██████████████ in the lead role, whose blind idealism is slowly warn down by the two opposing sides, until he erupts in the films final act.
SarahBrown	testing	von Trier	Europa is a tremendous film, and I cant help thinking what a shame that █████████ has abandoned this way of filming, since he was clearly one of the most talented visual directors working at that time, Europa, much like the rest of his cinematic cannon is filled with a wealth of iconic scenes.
SarahBrown	training	Pasolini	Now I can understand it was a masterpiece of a special season of the Italian cinema (████████ etc.), by that time gone.
SarahBrown	training	Bruno Nicolai	Fabulous ladies in fabulous outfits in wonderful settings and the whole thing constantly on the move and accompanied by a wonderful █████████████ score.
SarahBrown	training	Oldboy	Having been first introduced to Park's work via ██████, I was curious to how he'd treat the genre and was rather pleased at the clever manner in which he executed it.
SarahBrown	validation	Oldboy	I think Park has matured in terms of presentation because while ██████ and some of his other work has very nice and deliberate camera work, he has some nice innovations in Bakjwi that I had not seen in other vamp movies.
SarahBrown	testing	Tae-ju	Ah, but then we start to feel a little kinship with the befallen Father and his burgeoning lust for ██████ and conflict with duty as a priest.
SarahBrown	training	Jabba	█████, a truly disgusting blob of bloated flesh who speaks in his own language, not only makes a great villain, but a memorable one, too.
SarahBrown	validation	Jabba	Actually, what also makes this sequence fun is the clever use of puppets for the various members of █████'s court, including the intimidating, slavering Rancor and scary Sarlaac pit monster.
SarahBrown	testing	Luke	Things get a little bit slower around the second act, where ████ discovers that he and Leia are related by blood and when we travel to the forest planet of Endor, home of the cuddlesome yet stalwart Ewoks.
SarahBrown	training	Warrick Davis	However, their leader, Wicket (played by █████████████) is a delightfully memorable creation, and watching how they handle the Imperial Troops' technology with their simple, natural weapons provides a nice contrast.
SarahBrown	validation	George Lucas	"In 1997, ████████████ re-released the classic STAR WARS in digitally restored (and revamped) ""Special Editions"", which featured added-in effects and/or shots as well as some enhancements."
SarahBrown	testing	Jabba	"""Jedi Rocks"" musical number in █████'s Palace, which, although technically amazing, does disrupt the flow of the film."
SarahBrown	training	Kenny Doughty	I think █████████████ looks amazing in this movie - but beyond his good looks, the movie is carried by a sometimes predictable, but reasonable plot.
SarahBrown	validation	Doughty	McDowell's character, the headmistress, arrives late at a funeral - where a young organist, filling in for the regular player (███████) catches her eye.
SarahBrown	training	Schneebaum	"I read ██████████'s book (same title as this film) when it was first published and was deeply moved by his ability to see through the many ways of ""otherness"" (his own and the people of the Amazon with whom he lived and loved) to a way of living a decent life."
SarahBrown	validation	Schneebaum	Even so, ██████████ himself has moved into a kind of higher innocence that suggests the possibility of saving humanity from its own destructiveness.
SarahBrown	training	Lena	████ is the true pioneer of the modern riot-grrrl movement, confusion, curiosity and wit are her main attributes, she is occasionally angry, but aren't we all?
SarahBrown	training	Zentropa	████████ has much in common with The Third Man, another noir-like film set among the rubble of postwar Europe.
SarahBrown	training	Kate	My wife, ████ and I absolutely loved the series and can't wait for the next one (hopefully there is a sequel!).
SarahBrown	training	Terrence Howard	The actor portraying the young ███████████████ character does a wonderful job reflecting the life and times of his upbringing in the small upstate New York town.
SarahBrown	training	Jackie Chan's	Unlike other Chinese action movies, which were always period pieces or (in the wake of █████████████ Police Story I) cop dramas, Pedicab Driver gives us a look at contemporary rural China.
SarahBrown	training	Erkia Christensen	Because wow what a performance by Busy Phillips and █████████████████ not to mention the rest of the cast!
SarahBrown	training	Kelly	When █████ is fed up with the way everything goes, he forms a gang with his brother and two other men.
SarahBrown	validation	Robin Hood	I guess nobody really knows, because there will always be two camps who will each tell their own truth: one camp says he was a hero, some kind of ██████████, the others will say he was an ordinary criminal, a murderer and a thief.
SarahBrown	training	Whoopi Goldberg	It is truly a classic drama that has fantastic performances from the whole cast but especially ███████████████ in her debut role.
SarahBrown	training	Cecil B. DeMille	"""The Plainsman"" represents the directorial prowess of ████████████████ at its most inaccurate and un-factual."
SarahBrown	validation	DeMille	Truly, this is the world according to ███████ - a zeitgeist in the annals of entertainment, but a pretty campy relic by today's standards.
SarahBrown	training	Gazzaras	"With various Bogdanoviches and ████████ scattered throughout cast and crew ""They all laughed"" is very much a family affair."
SarahBrown	validation	Louis Armstrong's	"The soundtrack to ""They all laughed"" varies from █████████████████ 1947 New York Town Hall concert to Sinatra to Country to Latin,as eclectic as the city it portrays."
SarahBrown	testing	Mr B	"████,s ""Golden Boy"" image was sure to tarnish,for such is the nature of the movie business,but it is equally sure one day to be restored,and when that day comes ""They all laughed"" will be recognised for the fine work that it is."
SarahBrown	training	Jean Pierre Leaud	█████████████████ is amazing (more than usual) and the movie is one of the most unforgettable of the nouvelle vogue.
SarahBrown	validation	Jean Eustache	█████████████ is no more on this earth, we just have this black and white images to remember one of the greatest and most subvalued french directors.
SarahBrown	training	Chan-Wook	█████████ adds some much needed humour into the film, but this is only realised in the final third of the movie.
SarahBrown	training	Burton	" From the start, ██████ is drawn deeper and deeper into a strange web of visions and symbols where the line between real time and ""dream time"" evaporates."
SarahBrown	validation	Burton	Water plays an important symbolic role in the film from the opening sequence in which a sudden thunder and hailstorm interrupts a peaceful school recess to ██████'s discovery that his bathtub is overflowing and water is pouring down his steps.
SarahBrown	testing	Burton	As ██████'s investigation continues, his clients make his work difficult by refusing to disclose the true events surrounding the murder.
SarahBrown	training	Burton	"██████, becoming more and more troubled by a mystery he cannot unravel, says to his stepfather priest, ""Why didn't you tell me there were mysteries?"""
SarahBrown	validation	Burton	██████ knows now that he must discover the truth for himself and enters the tribal underground caves.
SarahBrown	training	Ed Hunt	"Writer/director ███████, the usually incompetent unsung hack responsible for such wonderfully wretched clunkers as the delightfully dopey ""Starship Invasions,"" the uproariously inane Jesus Christ vigilante parable (!)"
SarahBrown	validation	Julie Brown	"And, yes, that's none other than ███████████, the brassy comedienne who scored a surprise Top 40 hit with the hilarious novelty tune ""The Homecoming Queen's Gotta Gun,"" as the lovely, vacuous, full-breasted redhead bimbo who does a great lengthy, totally extraneous, yet still sizzling and much-appreciated nude striptease while dancing in her bedroom to a cheesy blaring rock song!"
SarahBrown	training	Vader	So those of you who are complaining that █████'s helmet was removed, take a moment to think about it.
SarahBrown	training	Bakula	██████ needs to find his niche--In QL his strong point was his sense of humor and his willingness to try anything.
SarahBrown	training	Kiki	The chief threat to their love is ████'s brother and her difficulty in trying to severe her relation to him.
SarahBrown	validation	Kiki	"Ironically, ████'s love ""sickness"" isn't love for another woman, but her illicit, incestuous love for her brother."
SarahBrown	training	Gary Cooper	███████████ is at his most taciturn, but manages some occasional pithy sayings: 'The plains are big, but trails cross ... sometimes.'
SarahBrown	validation	Eisenhower	A remarkable thing about this film however is that it is a very early full frontal attack on what ██████████ was eventually to name 'the military industrial complex'.
SarahBrown	testing	DeMille	But let's not get into politics, let's leave that to ███████, who can be guaranteed to be superficial.
SarahBrown	training	George Antheil	The chief interest of this film all these years later is that it uses the first film score composed by ██████████████, who has a lot to say about the job in his autobiography, 'Bad Boy of Music'.
SarahBrown	training	Walter Matthau's	Well this is a personal review, and my still living grandmother at age 97 (she even outlived ████████████████ magnificent impersonation of her!)would deny it -- but some of you must find resonance in these characters.
SarahBrown	validation	George Burns	Secondly, I have little tolerance for ████████████, but somehow he turned in one of the finest supporting performances I can recall (and my late grandmother even enjoyed it, although failing to recognize the remarkable similarities she shared with the film character).
SarahBrown	training	Devos	█████ is a recurring feature of Audiard in the same way that KArin Viard pops up for Jean-Pierre Jeunet: unconventionally beautiful (she's referred to by everyone as unattractive in this film), versatile and capable of a subordinate profile.
SarahBrown	validation	Carla	This is almost the definition of her role as █████, a put-upon office dogsbody, taunted by colleagues exploiting her deafness.
SarahBrown	testing	Carla	Devos/Audiard manage █████'s deafness and its attendant, warped inner world with discreet, stylish flair.
SarahBrown	training	Alicia	Meanwhile, ██████, played by the also very gorgeous and talented Busy Phillips, is a nasty, cold-hearted, rebellious, anti-social goth girl who doesn't have a single positive trait on her... and she is unharmed when the shooting happens.. because it turns out, she was FRIENDS with the shooter and knew he was going to do what he did... which causes her to be brought into the police station and be asked some questions..
SarahBrown	validation	Alicia	Of course she refuses this too, but the principal says that if ██████ doesn't do this, the cops are going to continue to try to get her to say something.. and so she actually goes to see her...
SarahBrown	training	Leo Kessler	With so many cities lying in ruins, ███████████ a young American of German descent feels obliged to help in their restoration.
SarahBrown	validation	Lars Von Trier's	Despite the fact that this film is widely acclaimed, I prefer ████████████████ later films (Breaking the Waves and The Idiots).
SarahBrown	training	Patrick Stewart	I've seen two different versions of A Christmas Carol, the other is the one with ███████████████, but this is the better one!
SarahBrown	validation	Charles Dickens	 This movie is probably the definitive movie adaption of the classic by ███████████████, and I really think that you will agree, you will think that this movie is fabulous!
SarahBrown	training	Albert Finney	There is nothing to add, except that is a terrible shame that sir █████████████ still isn't accepted by the AMPAS (American Academy).
